guest_name,email,country,prima_visita,cibo_preferito
dmitri kaczmarek,dmitri.kaczmarek504@outlook.com,France,2025-01-14,vegana
olivia schmidt,olivia.schmidt801@outlook.com,Germany,2026-08-11,vegetariana
chiara sharma,chiara.sharma165@icloud.com,USA,2026-07-15,senza glutine
Arjun Novak,arjun.novak71@outlook.com,Netherlands,2025-06-20,pesce
AMELIA FERNANDEZ,amelia.fernandez650@gmail.com,Germany,2026-05-09,internazionale
Ekaterina Conti,ekaterina.conti66@outlook.com,USA,2024-11-28,italiana
Jean Schmidt,jean.schmidt531@icloud.com,Italy,2026-03-30,kosher
Lucia Watanabe,lucia.watanabe539@yahoo.com,Italy,2025-05-15,kosher
William Bruno,william.bruno12@icloud.com,Japan,2024-12-19,senza glutine
ananya tanaka,ananya.tanaka8@yahoo.com,Italy,2026-01-21,vegana
Federica Nakamura,federica.nakamura772@outlook.com,France,2025-08-25,vegetariana
sara girard,sara.girard225@gmail.com,France,2025-09-25,internazionale
FRANCESCO FISCHER,francesco.fischer302@icloud.com,Spain,2025-09-20,kosher
VALENTINA MARTINEZ,valentina.martinez539@outlook.com,Netherlands,2024-10-20,vegetariana
PRIYA SCHMIDT,priya.schmidt464@outlook.com,UAE,2024-10-11,vegana
AHMED KOWALSKI,ahmed.kowalski798@icloud.com,USA,2025-12-02,kosher
patricia yamamoto,patricia.yamamoto170@icloud.com,Germany,2025-12-14,kosher
Ananya Nowak,ananya.nowak390@icloud.com,Germany,2024-10-06,pesce
ELENA KOWALSKI,elena.kowalski901@gmail.com,France,2025-07-11,italiana
Klaus Marino,klaus.marino321@outlook.com,Japan,2025-12-08,senza glutine
Anna Muller,anna.muller159@gmail.com,Netherlands,2025-12-30,halal
Erik Lefevre,erik.lefevre221@gmail.com,Italy,2026-06-16,halal
Hans Ferrari,hans.ferrari705@icloud.com,France,2025-08-01,internazionale
Luca Leroy,luca.leroy60@yahoo.com,Switzerland,2025-10-07,senza glutine
LAURA GRECO,laura.greco710@yahoo.com,UK,2025-11-09,vegetariana
  Diego Watanabe  ,diego.watanabe24@icloud.com,France,2025-06-08,senza glutine
hans watanabe,hans.watanabe680@outlook.com,USA,2024-10-13,internazionale
alessandro greco,alessandro.greco595@yahoo.com,Italy,2024-09-12,pesce
isabella kim,isabella.kim475@yahoo.com,Germany,2026-06-20,vegetariana
  David Weber  ,david.weber761@yahoo.com,Spain,2025-02-14,senza glutine
Erik Suzuki,erik.suzuki996@outlook.com,Japan,2025-12-17,vegetariana
hans johnson,hans.johnson917@outlook.com,Spain,2025-11-08,senza glutine
Layla Al-Farsi,layla.al-farsi790@outlook.com,Italy,2025-07-21,vegetariana
LAURA NILSSON,laura.nilsson683@gmail.com,France,2026-06-18,vegana
Dubois Paolo,paolo.dubois253@gmail.com,Japan,2026-02-12,internazionale
giorgia greco,giorgia.greco732@icloud.com,Germany,2024-09-21,pesce
Olivia Moreau,olivia.moreau234@icloud.com,Switzerland,2026-05-09,italiana
Silva Henri,henri.silva691@gmail.com,France,2025-09-13,internazionale
SIMONE MARINO,simone.marino505@icloud.com,Switzerland,2025-06-25,kosher
Aiko Wagner,aiko.wagner562@gmail.com,Italy,2026-03-15,kosher
elena bruno,elena.bruno39@outlook.com,Italy,2026-01-29,senza glutine
Ekaterina Fernandez,ekaterina.fernandez594@gmail.com,UK,2025-06-07,halal
AMELIA SMITH,amelia.smith71@gmail.com,France,2026-09-01,kosher
ISABELLA FERRARI,isabella.ferrari405@yahoo.com,Italy,2025-12-26,internazionale
nikolai martinez,nikolai.martinez68@yahoo.com,Germany,2025-12-05,kosher
Ivanov Carlos,carlos.ivanov296@gmail.com,USA,2024-10-31,italiana
Ananya Hassan,ananya.hassan165@yahoo.com,USA,2025-05-12,senza glutine
Novak Isabella,isabella.novak806@gmail.com,USA,2025-08-14,vegetariana
ASTRID POPOV,astrid.popov482@outlook.com,Italy,2025-12-17,italiana
silvia smith,silvia.smith851@gmail.com,UAE,2025-09-16,halal
  Nikolai Muller  ,nikolai.muller465@outlook.com,UAE,2026-04-24,halal
priya marino,priya.marino121@icloud.com,Netherlands,2025-04-23,vegetariana
ahmed martinez,ahmed.martinez55@yahoo.com,Italy,2026-02-16,vegana
  Omar Smith  ,omar.smith65@yahoo.com,France,2026-06-10,italiana
  Marie Smith  ,marie.smith67@gmail.com,Switzerland,2026-04-26,italiana
Schmidt Youssef,youssef.schmidt801@yahoo.com,France,2026-05-02,halal
ERIK YAMAMOTO,erik.yamamoto658@yahoo.com,Germany,2026-07-16,internazionale
Klaus Garcia,klaus.garcia559@icloud.com,UK,2024-11-16,internazionale
Marco Tanaka,marco.tanaka341@gmail.com,Germany,2026-02-10,kosher
Elena Johnson,elena.johnson737@outlook.com,Japan,2026-08-25,italiana
Sophie Petrov,sophie.petrov38@yahoo.com,Japan,2025-11-04,halal
  Marco Park  ,marco.park759@outlook.com,Spain,2025-03-05,pesce
Erik Petrov,erik.petrov825@gmail.com,Italy,2026-09-09,italiana
olivia wagner,olivia.wagner989@gmail.com,Netherlands,2025-01-17,internazionale
amelia dubois,amelia.dubois146@icloud.com,Germany,2025-06-19,vegetariana
Isabella Fernandez,isabella.fernandez575@outlook.com,France,2025-01-14,vegetariana
Fatima Tanaka,fatima.tanaka607@gmail.com,France,2025-08-23,vegana
layla nilsson,layla.nilsson486@yahoo.com,France,2025-07-31,internazionale
Dmitri Bruno,dmitri.bruno759@outlook.com,France,2025-09-05,vegana
Lefevre Youssef,youssef.lefevre578@gmail.com,Switzerland,2026-08-05,vegetariana
andrea kumar,andrea.kumar568@icloud.com,Switzerland,2025-08-30,kosher
Ananya Nilsson,ananya.nilsson310@icloud.com,Spain,2025-09-17,halal
  Pierre Bernard  ,pierre.bernard741@yahoo.com,Switzerland,2026-07-15,halal
Elena Suzuki,elena.suzuki847@outlook.com,Italy,2026-06-11,italiana
Robert Ferreira,robert.ferreira234@gmail.com,France,2025-03-29,italiana
GIORGIA MOREAU,giorgia.moreau980@gmail.com,Japan,2024-09-16,senza glutine
Giulia Rossi,giulia.rossi174@yahoo.com,Netherlands,2025-12-16,kosher
MARIA ROSSI,maria.rossi974@yahoo.com,Japan,2026-06-24,vegetariana
Layla Park,layla.park851@yahoo.com,France,2025-10-12,senza glutine
Patricia Al-Rashid,patricia.al-rashid610@gmail.com,Spain,2025-02-26,senza glutine
Paolo Hassan,paolo.hassan75@outlook.com,Spain,2026-03-31,senza glutine
Giorgia Dubois,giorgia.dubois539@icloud.com,Italy,2026-01-11,kosher
Meyer Amelia,amelia.meyer289@yahoo.com,Germany,2025-10-26,vegetariana
omar leroy,omar.leroy787@icloud.com,Netherlands,2026-07-03,internazionale
  Giulia Kumar  ,giulia.kumar465@gmail.com,France,2026-05-17,internazionale
Bernard Francesco,francesco.bernard346@outlook.com,Germany,2026-01-09,pesce
hans nakamura,hans.nakamura238@gmail.com,Germany,2026-01-06,vegana
matteo watanabe,matteo.watanabe366@gmail.com,Switzerland,2026-01-03,vegetariana
  Silvia Kim  ,silvia.kim16@gmail.com,UK,2025-09-22,halal
Camille Kobayashi,camille.kobayashi242@outlook.com,France,2025-08-23,senza glutine
Ferreira Isabella,isabella.ferreira716@outlook.com,Japan,2026-02-24,halal
Giorgia Patel,giorgia.patel945@yahoo.com,UAE,2025-12-07,halal
  Federica Bernard  ,federica.bernard786@outlook.com,Germany,2025-09-05,italiana
Dmitri Leroy,dmitri.leroy881@yahoo.com,France,2024-12-15,senza glutine
Olga Garcia,olga.garcia282@icloud.com,Japan,2026-02-16,halal
marie muller,marie.muller302@outlook.com,Germany,2025-12-25,halal
emma ivanov,emma.ivanov511@yahoo.com,UK,2025-06-23,senza glutine
Erik Ibrahim,erik.ibrahim947@outlook.com,Japan,2025-06-30,italiana
Anna Popov,anna.popov276@icloud.com,Italy,2025-04-06,italiana
arjun chen,arjun.chen809@outlook.com,France,2026-08-22,vegana
Diego Nilsson,diego.nilsson195@gmail.com,Italy,2026-07-02,italiana
Sophie Patel,sophie.patel159@yahoo.com,France,2025-10-21,italiana
ekaterina johnson,ekaterina.johnson15@outlook.com,Spain,2025-07-22,senza glutine
  Luca Garcia  ,luca.garcia64@gmail.com,UK,2026-03-26,vegetariana
Carlos Singh,carlos.singh977@icloud.com,USA,2025-09-23,halal
JAMES POPOV,james.popov325@gmail.com,Netherlands,2026-08-28,halal
John Meyer,john.meyer313@yahoo.com,Germany,2024-10-15,internazionale
ANANYA IVANOV,ananya.ivanov689@yahoo.com,Switzerland,2024-09-27,internazionale
  Carlos Andersen  ,carlos.andersen554@icloud.com,Germany,2025-10-30,pesce
dmitri chen,dmitri.chen416@yahoo.com,Germany,2025-02-17,senza glutine
Amelia Al-Farsi,amelia.al-farsi953@gmail.com,Japan,2025-12-04,internazionale
HANS KLEIN,hans.klein474@gmail.com,Italy,2026-05-14,senza glutine
  Priya Silva  ,priya.silva103@gmail.com,Germany,2024-12-21,vegetariana
paolo martinez,paolo.martinez837@yahoo.com,Italy,2025-08-11,internazionale
KENJI AL-FARSI,kenji.al-farsi137@outlook.com,Italy,2026-02-01,italiana
Marie Costa,marie.costa133@outlook.com,UK,2026-06-19,senza glutine
ROBERT NAKAMURA,robert.nakamura619@yahoo.com,UAE,2025-09-08,vegana
MARCO LEROY,marco.leroy545@outlook.com,France,2025-02-20,pesce
VALENTINA LEFEVRE,valentina.lefevre11@icloud.com,USA,2025-11-17,kosher
  Marco Ivanov  ,marco.ivanov955@outlook.com,Spain,2025-08-18,pesce
henri hassan,henri.hassan133@gmail.com,Germany,2026-05-03,halal
  Omar Hassan  ,omar.hassan475@outlook.com,UK,2025-10-15,senza glutine
Lucia Watanabe,lucia.watanabe869@icloud.com,Italy,2025-05-12,internazionale
LUCIA YAMAMOTO,lucia.yamamoto335@gmail.com,Netherlands,2026-04-14,italiana
DIEGO ANDERSEN,diego.andersen206@gmail.com,UK,2025-09-18,vegana
erik patel,erik.patel321@gmail.com,Germany,2025-01-20,halal
Luca Ibrahim,luca.ibrahim805@icloud.com,Switzerland,2025-10-24,vegana
DAVID NILSSON,david.nilsson785@yahoo.com,UK,2026-08-15,senza glutine
Giulia Lefevre,giulia.lefevre485@gmail.com,Germany,2026-02-20,internazionale
Jean Silva,jean.silva867@gmail.com,Italy,2025-06-01,italiana
ANDREA GARCIA,andrea.garcia790@outlook.com,USA,2026-02-25,italiana
isabella nakamura,isabella.nakamura971@outlook.com,UAE,2025-05-15,internazionale
Luca Sharma,luca.sharma142@icloud.com,Switzerland,2025-10-01,vegana
Robert Andersen,robert.andersen200@icloud.com,Netherlands,2025-09-23,pesce
MATTEO KOBAYASHI,matteo.kobayashi93@icloud.com,Spain,2025-04-07,vegana
Klein Patricia,patricia.klein578@gmail.com,Italy,2025-06-26,halal
Charlotte Al-Rashid,charlotte.al-rashid482@outlook.com,Japan,2026-08-12,italiana
erik lefevre,erik.lefevre80@gmail.com,UK,2025-04-10,senza glutine
Watanabe Priya,priya.watanabe187@outlook.com,USA,2026-06-02,vegana
  Luca Costa  ,luca.costa562@icloud.com,Spain,2026-01-09,senza glutine
Marie Esposito,marie.esposito901@yahoo.com,Germany,2025-09-26,senza glutine
  Robert Petrov  ,robert.petrov741@icloud.com,USA,2024-12-20,vegetariana
  Omar Moreau  ,omar.moreau192@gmail.com,Japan,2025-02-19,vegana
Wagner Ananya,ananya.wagner451@yahoo.com,Spain,2025-01-21,kosher
CHIARA POPOV,chiara.popov137@yahoo.com,Spain,2025-11-19,kosher
  Camille Fischer  ,camille.fischer329@outlook.com,Spain,2026-08-27,italiana
PATRICIA GIRARD,patricia.girard525@gmail.com,Spain,2026-07-10,italiana
Girard Andrea,andrea.girard24@outlook.com,France,2024-09-22,pesce
  Dmitri Bianchi  ,dmitri.bianchi299@outlook.com,Switzerland,2025-05-05,vegana
Yuki Dubois,yuki.dubois934@outlook.com,Switzerland,2024-12-30,internazionale
Amelia Garcia,amelia.garcia174@yahoo.com,Spain,2026-08-28,senza glutine
ingrid ivanov,ingrid.ivanov178@outlook.com,France,2025-03-25,vegana
Johnson Valentina,valentina.johnson863@yahoo.com,Germany,2025-02-15,senza glutine
sophie conti,sophie.conti688@outlook.com,Switzerland,2025-12-12,internazionale
john al-farsi,john.al-farsi329@yahoo.com,USA,2025-10-16,vegetariana
EMMA LOPEZ,emma.lopez372@outlook.com,Italy,2025-03-14,halal
KENJI POPOV,kenji.popov527@gmail.com,Spain,2026-01-12,kosher
Patricia Dubois,patricia.dubois13@gmail.com,USA,2024-11-30,vegana
Aiko Singh,aiko.singh725@outlook.com,Japan,2024-09-19,italiana
  Ekaterina Ibrahim  ,ekaterina.ibrahim658@icloud.com,Switzerland,2024-11-14,pesce
GIULIA BERNARD,giulia.bernard297@icloud.com,Italy,2025-07-04,senza glutine
LUCA POPOV,luca.popov139@icloud.com,UK,2026-08-28,halal
LAURA MEYER,laura.meyer664@yahoo.com,Switzerland,2025-10-06,vegetariana
Maria Ibrahim,maria.ibrahim561@yahoo.com,Netherlands,2026-04-15,vegana
thomas meyer,thomas.meyer937@icloud.com,Switzerland,2025-06-12,pesce
Fatima Wagner,fatima.wagner143@outlook.com,Spain,2026-03-07,vegetariana
alessandro leroy,alessandro.leroy397@yahoo.com,France,2026-08-24,halal
  Laura Marino  ,laura.marino649@gmail.com,France,2025-07-01,internazionale
Chen Andrea,andrea.chen862@icloud.com,Spain,2026-09-09,italiana
LUCA NOVAK,luca.novak729@gmail.com,Italy,2025-12-21,internazionale
Rossi Sophie,sophie.rossi478@yahoo.com,Spain,2026-04-08,italiana
Camille Dubois,camille.dubois527@icloud.com,UK,2025-04-12,vegana
MARCO CONTI,marco.conti497@icloud.com,Italy,2025-12-23,halal
KENJI NILSSON,kenji.nilsson815@icloud.com,UK,2025-09-15,vegana
  Klaus Nilsson  ,klaus.nilsson369@outlook.com,Spain,2026-08-19,vegana
Isabella Watanabe,isabella.watanabe722@gmail.com,UAE,2026-07-24,internazionale
Sara Park,sara.park996@gmail.com,Switzerland,2025-07-20,vegana
MARIA SMITH,maria.smith538@gmail.com,UK,2026-08-14,senza glutine
Nikolai Fernandez,nikolai.fernandez617@gmail.com,UK,2026-07-14,vegana
Francesco Costa,francesco.costa64@icloud.com,UAE,2025-11-22,italiana
Ahmed Sharma,ahmed.sharma65@icloud.com,France,2024-11-13,kosher
SOPHIE FISCHER,sophie.fischer499@outlook.com,France,2025-01-02,internazionale
Astrid Garcia,astrid.garcia110@outlook.com,USA,2024-11-08,vegetariana
Carlos Colombo,carlos.colombo353@yahoo.com,Japan,2024-12-06,italiana
Novak Yuki,yuki.novak871@icloud.com,Japan,2026-08-29,halal
CHARLOTTE FISCHER,charlotte.fischer428@icloud.com,UAE,2025-02-27,vegana
ANNA NILSSON,anna.nilsson180@yahoo.com,Netherlands,2026-02-04,halal
giorgia fischer,giorgia.fischer448@gmail.com,UAE,2025-12-20,italiana
Youssef Dubois,youssef.dubois151@yahoo.com,Netherlands,2025-12-17,senza glutine
Alessandro Sharma,alessandro.sharma443@outlook.com,UK,2025-02-21,italiana
Ekaterina Kobayashi,ekaterina.kobayashi594@yahoo.com,USA,2025-11-10,senza glutine
silvia fischer,silvia.fischer761@gmail.com,Italy,2025-12-14,italiana
Marco Fischer,marco.fischer880@outlook.com,Germany,2025-11-01,halal
Emma Park,emma.park149@outlook.com,Italy,2025-01-29,internazionale
AHMED NOVAK,ahmed.novak698@icloud.com,France,2026-03-11,senza glutine
EMMA PATEL,emma.patel937@icloud.com,Italy,2024-11-04,internazionale
Robert Bianchi,robert.bianchi812@yahoo.com,Japan,2025-11-23,italiana
Schmidt Paolo,paolo.schmidt30@gmail.com,Germany,2025-08-09,halal
NIKOLAI SILVA,nikolai.silva634@icloud.com,France,2025-04-10,halal
Jean Chen,jean.chen199@icloud.com,Italy,2026-06-05,italiana
ekaterina martinez,ekaterina.martinez79@icloud.com,France,2025-01-18,pesce
Weber Camille,camille.weber471@icloud.com,USA,2026-08-07,italiana
Diego Nowak,diego.nowak386@outlook.com,UAE,2026-07-14,kosher
OMAR WATANABE,omar.watanabe92@icloud.com,Italy,2025-07-02,vegana
ANANYA KOWALSKI,ananya.kowalski389@outlook.com,UK,2025-06-04,senza glutine
Fischer Erik,erik.fischer793@icloud.com,Spain,2024-12-20,pesce
David Ferreira,david.ferreira503@outlook.com,UAE,2026-07-30,vegana
arjun greco,arjun.greco468@outlook.com,USA,2025-12-15,vegana
  David Wagner  ,david.wagner688@outlook.com,Spain,2024-09-25,kosher
  Sara Meyer  ,sara.meyer429@icloud.com,Germany,2025-09-15,halal
Layla Kumar,layla.kumar294@yahoo.com,France,2024-11-17,pesce
Watanabe William,william.watanabe340@yahoo.com,Italy,2025-11-04,kosher
priya ivanov,priya.ivanov903@yahoo.com,Switzerland,2025-09-14,internazionale
david smith,david.smith199@yahoo.com,France,2024-11-14,internazionale
laura bernard,laura.bernard305@yahoo.com,UAE,2026-06-10,vegetariana
HANS KUMAR,hans.kumar617@outlook.com,France,2025-04-23,vegana
JEAN TANAKA,jean.tanaka991@gmail.com,Netherlands,2025-09-30,kosher
Camille Chen,camille.chen529@yahoo.com,USA,2025-12-21,vegetariana
Alessandro Dubois,alessandro.dubois571@icloud.com,France,2026-08-22,internazionale
ananya andersen,ananya.andersen747@icloud.com,USA,2025-09-06,pesce
Emma Greco,emma.greco416@icloud.com,Netherlands,2026-07-30,pesce
  Maria Wagner  ,maria.wagner969@yahoo.com,USA,2025-06-29,italiana
Robert Leroy,robert.leroy610@yahoo.com,Netherlands,2026-06-30,internazionale
Jean Johnson,jean.johnson30@yahoo.com,UAE,2025-03-25,pesce
pierre costa,pierre.costa429@icloud.com,Japan,2026-02-22,internazionale
Watanabe Marie,marie.watanabe464@outlook.com,Switzerland,2024-11-21,halal
matteo petrov,matteo.petrov602@yahoo.com,Germany,2026-09-03,halal
Klaus Tanaka,klaus.tanaka245@icloud.com,UK,2026-08-18,halal
giulia patel,giulia.patel891@icloud.com,Netherlands,2025-08-12,vegana
Novak Paolo,paolo.novak848@gmail.com,Italy,2025-09-21,vegana
ISABELLA WAGNER,isabella.wagner809@icloud.com,Switzerland,2025-12-01,vegana
marco ferreira,marco.ferreira609@icloud.com,Spain,2025-05-07,italiana
charlotte kumar,charlotte.kumar595@outlook.com,UAE,2026-01-17,vegana
Marie Bernard,marie.bernard990@outlook.com,Japan,2026-02-12,italiana
astrid bianchi,astrid.bianchi931@gmail.com,USA,2025-09-22,kosher
aiko suzuki,aiko.suzuki966@outlook.com,UK,2024-12-25,italiana
EMMA LEFEVRE,emma.lefevre977@gmail.com,Italy,2026-07-31,pesce
john schmidt,john.schmidt4@gmail.com,Japan,2024-12-09,internazionale
nikolai bruno,nikolai.bruno298@icloud.com,Japan,2025-12-16,vegetariana
  William Kowalski  ,william.kowalski712@yahoo.com,Spain,2024-12-03,vegetariana
priya johnson,priya.johnson231@outlook.com,USA,2024-12-25,halal
Valentina Ferrari,valentina.ferrari732@yahoo.com,Switzerland,2024-09-20,halal
  Federica Tanaka  ,federica.tanaka446@gmail.com,Germany,2025-07-03,senza glutine
FEDERICA IVANOV,federica.ivanov652@outlook.com,UK,2025-12-21,pesce
Robert Ibrahim,robert.ibrahim973@icloud.com,Germany,2025-09-20,italiana
KENJI SILVA,kenji.silva244@icloud.com,UK,2026-01-17,kosher
Astrid Johnson,astrid.johnson646@yahoo.com,France,2026-01-17,senza glutine
marie al-rashid,marie.al-rashid148@yahoo.com,France,2024-12-22,senza glutine
LUCA COLOMBO,luca.colombo40@icloud.com,Netherlands,2024-10-17,pesce
Patricia Al-Farsi,patricia.al-farsi535@icloud.com,Switzerland,2025-12-14,vegana
  Simone Suzuki  ,simone.suzuki428@yahoo.com,Switzerland,2025-12-28,internazionale
James Romano,james.romano603@yahoo.com,Italy,2025-10-17,halal
dmitri yamamoto,dmitri.yamamoto887@gmail.com,France,2025-04-05,halal
  Yuki Silva  ,yuki.silva321@icloud.com,UAE,2026-06-07,kosher
isabella hassan,isabella.hassan16@outlook.com,Switzerland,2024-11-06,kosher
david muller,david.muller225@outlook.com,Germany,2025-12-18,kosher
Isabella Ivanov,isabella.ivanov997@gmail.com,France,2024-12-12,senza glutine
HENRI PATEL,henri.patel888@outlook.com,France,2025-12-29,senza glutine
  Andrea Wagner  ,andrea.wagner597@outlook.com,Germany,2025-07-30,kosher
elena nowak,elena.nowak422@outlook.com,UAE,2026-03-05,internazionale
  Luca Yamamoto  ,luca.yamamoto155@gmail.com,Italy,2024-10-12,kosher
GIORGIA IBRAHIM,giorgia.ibrahim625@icloud.com,Japan,2025-10-15,pesce
omar ferrari,omar.ferrari589@yahoo.com,USA,2024-12-24,halal
  Jean Muller  ,jean.muller898@icloud.com,Netherlands,2026-01-25,pesce
Diego Rossi,diego.rossi114@outlook.com,UAE,2024-12-12,kosher
Priya Kim,priya.kim388@outlook.com,UK,2024-11-04,kosher
ANDREA ESPOSITO,andrea.esposito61@outlook.com,France,2026-02-28,kosher
  Lucia Fernandez  ,lucia.fernandez469@gmail.com,France,2024-10-24,italiana
carlos kowalski,carlos.kowalski475@icloud.com,Switzerland,2025-03-12,kosher
Patel Olga,olga.patel742@icloud.com,USA,2026-06-14,halal
hans ricci,hans.ricci239@outlook.com,Japan,2026-06-07,senza glutine
LAYLA GRECO,layla.greco264@gmail.com,Italy,2026-06-29,vegana
Fernandez William,william.fernandez985@gmail.com,UK,2025-06-15,halal
AMELIA IBRAHIM,amelia.ibrahim771@gmail.com,Switzerland,2025-09-23,vegetariana
ERIK HASSAN,erik.hassan247@gmail.com,Japan,2026-05-05,vegetariana
Fatima Costa,fatima.costa252@gmail.com,USA,2024-12-20,internazionale
Giulia Kobayashi,giulia.kobayashi400@outlook.com,Switzerland,2026-03-12,vegana
  Sara Suzuki  ,sara.suzuki16@icloud.com,Netherlands,2024-11-30,vegana
KLAUS BIANCHI,klaus.bianchi574@yahoo.com,UK,2026-07-28,senza glutine
elena kim,elena.kim352@gmail.com,Spain,2025-12-20,senza glutine
youssef ferreira,youssef.ferreira284@icloud.com,Switzerland,2025-09-06,vegana
Emma Lopez,emma.lopez245@outlook.com,UAE,2025-09-02,pesce
Ekaterina Leroy,ekaterina.leroy148@icloud.com,UK,2025-01-24,internazionale
thomas girard,thomas.girard341@yahoo.com,UAE,2025-06-25,halal
jean patel,jean.patel207@yahoo.com,Netherlands,2026-03-15,internazionale
HANS FISCHER,hans.fischer143@gmail.com,France,2025-09-30,italiana
Simone Petrov,simone.petrov753@icloud.com,Switzerland,2025-09-24,vegana
paolo fernandez,paolo.fernandez773@outlook.com,UK,2025-02-08,vegana
John Popov,john.popov305@gmail.com,Switzerland,2026-02-03,kosher
Klaus Andersen,klaus.andersen74@gmail.com,France,2025-07-18,kosher
THOMAS PETROV,thomas.petrov504@yahoo.com,Japan,2025-01-26,senza glutine
Giorgia Costa,giorgia.costa713@gmail.com,Germany,2026-08-12,kosher
Marie Marino,marie.marino657@gmail.com,UK,2025-09-13,italiana
  Thomas Lopez  ,thomas.lopez671@icloud.com,France,2025-09-23,senza glutine
CHARLOTTE KOBAYASHI,charlotte.kobayashi237@outlook.com,France,2026-08-31,vegetariana
LAYLA DUBOIS,layla.dubois430@icloud.com,UAE,2025-07-05,senza glutine
FRANCESCO NOVAK,francesco.novak941@gmail.com,Netherlands,2026-08-12,senza glutine
  Erik Colombo  ,erik.colombo540@gmail.com,UAE,2026-02-08,senza glutine
arjun dubois,arjun.dubois871@gmail.com,Switzerland,2025-12-18,vegetariana
Lucia Esposito,lucia.esposito888@outlook.com,Japan,2025-03-23,halal
